order_id,order_arrival,process_start_time,order_complete_time,station_id
36,1800,1800,2636,picker-1
41,1980,1980,2640,picker-2
40,1980,1980,2658,picker-1
46,2040,2048,2674,picker-0
42,1980,1980,2685,picker-2
45,2040,2044,2703,picker-1
44,2040,2040,2751,picker-2
51,2220,2220,2761,picker-1
35,1740,1740,2761,picker-1
47,2040,2104,2774,picker-2
33,1680,1680,2792,picker-0
52,2280,2280,2828,picker-1
48,2040,2137,2836,picker-0
54,2340,2440,2886,picker-2
49,2100,2159,2926,picker-0
56,2400,2546,2930,picker-2
57,2400,2568,2981,picker-2
44,2040,2040,2981,picker-2
50,2100,2203,2992,picker-0
62,2520,2686,3011,picker-2
59,2460,2592,3017,picker-1
49,2100,2159,3043,picker-0
53,2280,2435,3065,picker-0
52,2280,2280,3067,picker-1
64,2580,2752,3084,picker-2
57,2400,2568,3084,picker-2
55,2400,2522,3087,picker-0
60,2520,2637,3090,picker-1
66,2760,2775,3129,picker-2
61,2520,2659,3134,picker-1
58,2460,2573,3138,picker-0
48,2040,2137,3138,picker-0
59,2460,2592,3162,picker-1
68,2820,2837,3208,picker-0
63,2520,2704,3229,picker-1
71,2940,2940,3248,picker-0
69,2880,2887,3271,picker-2
70,2940,2940,3293,picker-2
59,2460,2592,3324,picker-1
65,2640,2762,3353,picker-1
60,2520,2637,3353,picker-1
73,3000,3000,3380,picker-0
59,2460,2592,3409,picker-1
63,2520,2704,3409,picker-1
72,3000,3000,3449,picker-2
76,3060,3066,3454,picker-0
67,2820,2829,3460,picker-1
59,2460,2592,3460,picker-1
64,2580,2752,3477,picker-2
77,3180,3180,3498,picker-0
73,3000,3000,3526,picker-0
74,3000,3012,3544,picker-2
75,3060,3060,3549,picker-1
79,3240,3240,3549,picker-0
78,3240,3240,3577,picker-1
67,2820,2829,3577,picker-1
80,3300,3300,3593,picker-0
82,3360,3360,3644,picker-1
86,3420,3420,3760,picker-2
72,3000,3000,3760,picker-2
73,3000,3000,3761,picker-0
79,3240,3240,3761,picker-0
99,3540,3540,3845,picker-2
100,3540,3540,3866,picker-2
83,3360,3360,3867,picker-1
84,3420,3420,3895,picker-0
85,3420,3420,3917,picker-1
75,3060,3060,3917,picker-1
81,3360,3360,3917,picker-0
89,3540,3540,3939,picker-1
88,3540,3540,3962,picker-0
87,3540,3540,3984,picker-0
85,3420,3420,4002,picker-1
90,3600,3600,4029,picker-0
101,3600,3600,4030,picker-1
83,3360,3360,4030,picker-1
93,3660,3660,4101,picker-1
92,3660,3660,4123,picker-1
95,3720,3761,4164,picker-2
81,3360,3360,4168,picker-0
102,3600,3600,4187,picker-2
97,3780,3868,4214,picker-1
94,3660,3660,4215,picker-2
99,3540,3540,4215,picker-2
81,3360,3360,4219,picker-0
106,3780,3918,4237,picker-1
103,3660,3660,4237,picker-2
102,3600,3600,4266,picker-2
98,3840,3940,4273,picker-1
91,3600,3600,4330,picker-0
105,3780,3896,4352,picker-0
96,3780,3867,4377,picker-2
91,3600,3600,4380,picker-0
111,3840,4031,4387,picker-1
104,3720,3846,4399,picker-2
114,3960,4165,4422,picker-2
107,3780,3918,4431,picker-0
105,3780,3896,4431,picker-0
112,3900,4102,4443,picker-1
113,3900,4124,4466,picker-1
109,3840,3985,4476,picker-0
108,3840,3963,4498,picker-0
116,4020,4215,4606,picker-1
119,4140,4238,4622,picker-2
110,3840,4030,4643,picker-0
115,4020,4188,4645,picker-2
118,4080,4238,4650,picker-1
117,4080,4216,4667,picker-2
121,4140,4331,4688,picker-0
122,4140,4353,4700,picker-0
120,4140,4274,4717,picker-1
127,4200,4432,4749,picker-0
123,4140,4378,4756,picker-2
116,4020,4215,4768,picker-1
124,4140,4388,4790,picker-1
125,4200,4400,4835,picker-2
128,4260,4444,4857,picker-1
126,4200,4423,4857,picker-2
130,4320,4477,4878,picker-0
110,3840,4030,4878,picker-0
131,4320,4499,4906,picker-0
110,3840,4030,4906,picker-0
115,4020,4188,4907,picker-2
134,4320,4644,4951,picker-0
129,4260,4467,4952,picker-1
116,4020,4215,4952,picker-1
132,4320,4607,5019,picker-1
125,4200,4400,5025,picker-2
135,4320,4646,5114,picker-2
136,4380,4651,5130,picker-1
133,4320,4623,5136,picker-2
127,4200,4432,5146,picker-0
128,4260,4444,5183,picker-1
133,4320,4623,5187,picker-2
122,4140,4353,5218,picker-0
123,4140,4378,5221,picker-2
133,4320,4623,5221,picker-2
136,4380,4651,5234,picker-1
140,4620,4718,5256,picker-1
143,4860,4860,5279,picker-1
138,4500,4689,5297,picker-0
139,4560,4701,5319,picker-0
144,4860,4860,5323,picker-1
141,4680,4750,5341,picker-0
137,4380,4668,5377,picker-2
149,4980,4980,5418,picker-1
133,4320,4623,5427,picker-2
142,4680,4757,5450,picker-2
146,4920,4920,5459,picker-0
134,4320,4644,5459,picker-0
136,4380,4651,5519,picker-1
140,4620,4718,5519,picker-1
137,4380,4668,5523,picker-2
147,4920,4920,5532,picker-0
146,4920,4920,5532,picker-0
148,4980,4980,5554,picker-0
145,4860,4860,5567,picker-2
152,5100,5115,5612,picker-2
151,5100,5100,5656,picker-2
150,5040,5040,5675,picker-1
157,5220,5298,5679,picker-0
154,5220,5220,5701,picker-2
158,5280,5320,5701,picker-0
153,5160,5160,5720,picker-1
160,5340,5342,5724,picker-0
162,5460,5460,5757,picker-0
155,5220,5257,5792,picker-1
149,4980,4980,5792,picker-1
165,5460,5533,5807,picker-0
156,5220,5280,5859,picker-1
159,5340,5340,5882,picker-1
161,5400,5400,5901,picker-2
164,5460,5460,5904,picker-1
166,5520,5555,5918,picker-0
170,5640,5676,5926,picker-1
155,5220,5257,5954,picker-1
163,5460,5460,5957,picker-2
171,5640,5680,5963,picker-0
172,5700,5702,5985,picker-0
175,5880,5880,6007,picker-0
168,5580,5613,6008,picker-2
161,5400,5400,6008,picker-2
167,5580,5580,6030,picker-2
173,5760,5760,6043,picker-1
176,5880,5880,6052,picker-0
169,5640,5657,6075,picker-2
177,5880,5880,6096,picker-0
181,6000,6000,6116,picker-1
178,5940,5940,6141,picker-0
179,6000,6000,6163,picker-0
174,5760,5760,6186,picker-2
180,6000,6000,6208,picker-0
182,6120,6120,6245,picker-1
183,6180,6180,6305,picker-0
184,6300,6300,6416,picker-0
186,6360,6360,6473,picker-0
187,6360,6360,6495,picker-0
185,6360,6360,6601,picker-2
188,6420,6420,6641,picker-0
189,6420,6420,6685,picker-0
191,6420,6420,6707,picker-0
190,6420,6420,6752,picker-0
192,6480,6480,6819,picker-0
193,6540,6540,6841,picker-0
197,6720,6720,6856,picker-1
194,6660,6660,6885,picker-0
200,6900,6900,7045,picker-1
190,6420,6420,7092,picker-0
190,6420,6420,7187,picker-0
196,6720,6720,7199,picker-0
203,7080,7080,7205,picker-1
204,7080,7080,7227,picker-1
205,7140,7140,7249,picker-1
195,6720,6720,7265,picker-0
207,7200,7200,7272,picker-1
198,6780,6780,7288,picker-0
199,6900,6900,7310,picker-0
208,7200,7200,7322,picker-1
207,7200,7200,7322,picker-1
201,6900,6900,7338,picker-0
196,6720,6720,7338,picker-0
202,6960,6960,7383,picker-0
206,7200,7200,7405,picker-0
211,7320,7320,7450,picker-0
213,7320,7320,7472,picker-0
212,7320,7320,7494,picker-0
209,7260,7260,7598,picker-2
215,7380,7380,7600,picker-1
214,7380,7380,7628,picker-0
216,7380,7380,7645,picker-1
210,7260,7260,7664,picker-2
219,7500,7500,7717,picker-0
218,7500,7500,7739,picker-0
217,7440,7440,7755,picker-2
221,7680,7680,7762,picker-0
216,7380,7380,7784,picker-1
222,7680,7680,7895,picker-0
224,7740,7740,7940,picker-0
223,7680,7680,7962,picker-0
225,7740,7740,7985,picker-0
220,7560,7560,7985,picker-1
226,7860,7860,8007,picker-0
227,7860,7860,8051,picker-0
228,7980,7980,8066,picker-1
233,8160,8160,8214,picker-2
236,8220,8220,8302,picker-1
229,8040,8040,8307,picker-0
230,8100,8100,8385,picker-0
231,8100,8100,8407,picker-0
234,8160,8160,8474,picker-0
235,8220,8220,8508,picker-0
232,8160,8160,8531,picker-0
232,8160,8160,8559,picker-0
238,8400,8400,8654,picker-0
237,8340,8340,8721,picker-0
239,8460,8460,8765,picker-0
244,8700,8700,8809,picker-1
241,8520,8520,8832,picker-0
240,8520,8520,8866,picker-0
242,8640,8640,8933,picker-0
245,8760,8760,9073,picker-0
242,8640,8640,9073,picker-0
241,8520,8520,9123,picker-0
251,8940,8940,9162,picker-1
243,8700,8700,9168,picker-0
250,8940,8940,9207,picker-1
247,8880,8880,9234,picker-0
246,8820,8820,9285,picker-0
242,8640,8640,9285,picker-0
246,8820,8820,9313,picker-0
249,8940,8940,9335,picker-0
248,8880,8880,9380,picker-0
256,9000,9000,9545,picker-2
253,9000,9000,9648,picker-1
257,9060,9060,9656,picker-2
259,9120,9120,9677,picker-0
258,9060,9060,9678,picker-2
261,9180,9180,9708,picker-0
248,8880,8880,9737,picker-0
260,9120,9120,9767,picker-2
252,8940,8940,9771,picker-1
263,9240,9240,9782,picker-0
254,9000,9000,9793,picker-1
252,8940,8940,9822,picker-1
265,9300,9300,9849,picker-0
255,9000,9000,9850,picker-1
252,8940,8940,9850,picker-1
266,9300,9300,9890,picker-2
262,9180,9180,9895,picker-1
261,9180,9180,9899,picker-0
248,8880,8880,9950,picker-0
269,9420,9420,9969,picker-2
267,9360,9360,10045,picker-0
263,9240,9240,10045,picker-0
264,9240,9240,10073,picker-1
268,9420,9420,10090,picker-0
271,9480,9649,10095,picker-1
269,9420,9420,10099,picker-2
273,9540,9678,10134,picker-0
270,9480,9546,10187,picker-2
255,9000,9000,10222,picker-1
275,9660,9709,10223,picker-0
272,9480,9657,10232,picker-2
278,9840,9840,10268,picker-0
280,9900,9900,10290,picker-0
277,9720,9772,10311,picker-1
279,9840,9840,10355,picker-1
274,9540,9679,10388,picker-2
280,9900,9900,10392,picker-0
276,9660,9768,10410,picker-2
282,9900,9900,10467,picker-2
