pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,slot_sequence,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
14,0,2,0,21,0,0,0,432,432,99999,0,0,142,0.165,71.28,0.4,0.4
14,0,3,0,449,0,0,0,210,210,99999,0,0,143,0.135,28.35,0.6,0.6
14,0,4,0,457,0,0,0,24,24,99999,0,0,144,0.197,4.728,0.6,0.6
14,0,5,0,1,0,0,0,72,72,99999,0,0,145,0.125,9.0,0.4,0.4
14,0,6,0,88,0,0,0,180,180,99999,0,0,146,0.108,19.44,0.5,0.5
14,0,7,0,247,0,0,0,30,30,99999,0,0,147,1.992,59.76,0.6,0.6
14,0,8,0,69,0,0,0,48,48,99999,0,0,148,0.176,8.448,0.5,0.5
14,0,9,0,37,0,0,0,384,384,99999,0,0,149,0.277,106.368,0.4,0.4
15,0,0,0,465,0,0,0,15,15,99999,0,0,150,0.582,8.73,0.6,0.6
15,0,1,0,143,0,0,0,48,48,99999,0,0,151,0.25,12.0,0.5,0.5
15,0,2,0,45,0,0,0,72,72,99999,0,0,152,0.125,9.0,0.4,0.4
15,0,3,0,239,0,0,0,24,24,99999,0,0,153,0.433,10.392,0.6,0.6
15,0,4,0,75,0,0,0,12,12,99999,0,0,154,1.138,13.656,0.5,0.5
15,0,5,0,478,0,0,0,80,80,99999,0,0,155,0.2,16.0,0.6,0.6
15,0,6,0,352,0,0,0,360,360,99999,0,0,156,0.206,74.16,0.6,0.6
15,0,7,0,346,0,0,0,36,36,99999,0,0,157,1.362,49.032,0.6,0.6
15,0,8,0,24,0,0,0,20,20,99999,0,0,158,0.441,8.82,0.4,0.4
15,0,9,0,152,0,0,0,12,12,99999,0,0,159,0.708,8.496,0.5,0.5
16,0,0,0,21,0,0,0,432,432,99999,0,0,160,0.165,71.28,0.4,0.4
16,0,1,0,5,0,0,0,192,192,99999,0,0,161,0.417,80.064,0.4,0.4
16,0,2,0,155,0,0,0,54,54,99999,0,0,162,0.286,15.444,0.5,0.5
16,0,3,0,250,0,0,0,24,24,99999,0,0,163,2.087,50.088,0.6,0.6
16,0,4,0,18,0,0,0,30,30,99999,0,0,164,0.333,9.99,0.4,0.4
16,0,5,0,221,0,0,0,20,20,99999,0,0,165,1.0,20.0,0.6,0.6
16,0,6,0,370,0,0,0,240,240,99999,0,0,166,0.415,99.6,0.6,0.6
16,0,7,0,12,0,0,0,8,8,99999,0,0,167,0.306,2.448,0.4,0.4
16,0,8,0,16,0,0,0,12,12,99999,0,0,168,0.301,3.612,0.4,0.4
16,0,9,0,248,0,0,0,96,96,99999,0,0,169,0.644,61.824,0.6,0.6
17,0,0,0,5,0,0,0,192,192,99999,0,0,170,0.417,80.064,0.4,0.4
17,0,1,0,136,0,0,0,48,48,99999,0,0,171,0.208,9.984,0.5,0.5
17,0,2,0,97,0,0,0,10,10,99999,0,0,172,5.575,55.75,0.5,0.5
17,0,3,0,66,0,0,0,72,72,99999,0,0,173,0.233,16.776,0.5,0.5
17,0,4,0,38,0,0,0,384,384,99999,0,0,174,0.275,105.6,0.4,0.4
17,0,5,0,21,0,0,0,432,432,99999,0,0,175,0.165,71.28,0.4,0.4
17,0,6,0,414,0,0,0,77,77,99999,0,0,176,0.2,15.4,0.6,0.6
17,0,7,0,35,0,0,0,192,192,99999,0,0,177,0.361,69.312,0.4,0.4
17,0,8,0,406,0,0,0,96,96,99999,0,0,178,0.603,57.888,0.6,0.6
17,0,9,0,155,0,0,0,54,54,99999,0,0,179,0.286,15.444,0.5,0.5
18,0,0,0,145,0,0,0,24,24,99999,0,0,180,0.288,6.912,0.5,0.5
18,0,1,0,371,0,0,0,60,60,99999,0,0,181,0.31,18.6,0.6,0.6
18,0,2,0,80,0,0,0,32,32,99999,0,0,182,0.468,14.976,0.5,0.5
18,0,3,0,24,0,0,0,20,20,99999,0,0,183,0.441,8.82,0.4,0.4
18,0,4,0,134,0,0,0,24,24,99999,0,0,184,0.409,9.816,0.5,0.5
18,0,5,0,15,0,0,0,12,12,99999,0,0,185,0.367,4.404,0.4,0.4
18,0,6,0,148,0,0,0,360,360,99999,0,0,186,0.275,99.0,0.5,0.5
18,0,7,0,216,0,0,0,20,20,99999,0,0,187,1.0,20.0,0.6,0.6
18,0,8,0,28,0,0,0,12,12,99999,0,0,188,0.387,4.644,0.4,0.4
18,0,9,0,357,0,0,0,6,6,99999,0,0,189,2.165,12.99,0.6,0.6
19,0,0,0,85,0,0,0,24,24,99999,0,0,190,0.392,9.408,0.5,0.5
19,0,1,0,142,0,0,0,384,384,99999,0,0,191,0.274,105.216,0.5,0.5
19,0,2,0,168,0,0,0,336,336,99999,0,0,192,0.291,97.776,0.5,0.5
19,0,3,0,47,0,0,0,30,30,99999,0,0,193,0.365,10.95,0.4,0.4
19,0,4,0,300,0,0,0,13,13,99999,0,0,194,0.8,10.4,0.6,0.6
19,0,5,0,12,0,0,0,8,8,99999,0,0,195,0.306,2.448,0.4,0.4
19,0,6,0,31,0,0,0,72,72,99999,0,0,196,0.125,9.0,0.4,0.4
19,0,7,0,45,0,0,0,72,72,99999,0,0,197,0.125,9.0,0.4,0.4
19,0,8,0,194,0,0,0,288,288,99999,0,0,198,0.229,65.952,0.5,0.5
19,0,9,0,405,0,0,0,77,77,99999,0,0,199,0.2,15.4,0.6,0.6
20,0,0,0,54,0,0,0,336,336,99999,0,0,200,0.274,92.064,0.5,0.5
20,0,1,0,68,0,0,0,320,320,99999,0,0,201,0.052,16.64,0.5,0.5
20,0,2,0,206,0,0,0,120,120,99999,0,0,202,0.155,18.6,0.6,0.6
20,0,3,0,2,0,0,0,24,24,99999,0,0,203,0.405,9.72,0.4,0.4
20,0,4,0,103,0,0,0,168,168,99999,0,0,204,0.125,21.0,0.5,0.5
20,0,5,0,435,0,0,0,9,9,99999,0,0,205,0.62,5.58,0.6,0.6
20,0,6,0,475,0,0,0,60,60,99999,0,0,206,0.871,52.26,0.6,0.6
20,0,7,0,302,0,0,0,336,336,99999,0,0,207,0.229,76.944,0.6,0.6
20,0,8,0,305,0,0,0,72,72,99999,0,0,208,0.181,13.032,0.6,0.6
20,0,9,0,108,0,0,0,210,210,99999,0,0,209,0.108,22.68,0.5,0.5
21,0,0,0,180,0,0,0,216,216,99999,0,0,210,0.408,88.128,0.5,0.5
21,0,1,0,76,0,0,0,12,12,99999,0,0,211,0.308,3.696,0.5,0.5
21,0,2,0,7,0,0,0,192,192,99999,0,0,212,0.45,86.4,0.4,0.4
21,0,3,0,34,0,0,0,336,336,99999,0,0,213,0.233,78.288,0.4,0.4
21,0,4,0,116,0,0,0,24,24,99999,0,0,214,0.407,9.768,0.5,0.5
21,0,5,0,400,0,0,0,36,36,99999,0,0,215,1.037,37.332,0.6,0.6
21,0,6,0,58,0,0,0,264,264,99999,0,0,216,0.276,72.864,0.5,0.5
21,0,7,0,163,0,0,0,96,96,99999,0,0,217,0.657,63.072,0.5,0.5
21,0,8,0,23,0,0,0,210,210,99999,0,0,218,0.11,23.1,0.4,0.4
21,0,9,0,20,0,0,0,216,216,99999,0,0,219,0.386,83.376,0.4,0.4
22,0,0,0,36,0,0,0,12,12,99999,0,0,220,3.463,41.556,0.4,0.4
22,0,1,0,281,0,0,0,180,180,99999,0,0,221,0.126,22.68,0.6,0.6
22,0,2,0,332,0,0,0,72,72,99999,0,0,222,0.233,16.776,0.6,0.6
22,0,3,0,168,0,0,0,336,336,99999,0,0,223,0.291,97.776,0.5,0.5
22,0,4,0,186,0,0,0,70,70,99999,0,0,224,0.181,12.67,0.5,0.5
22,0,5,0,104,0,0,0,360,360,99999,0,0,225,0.28,100.8,0.5,0.5
22,0,6,0,87,0,0,0,12,12,99999,0,0,226,5.165,61.98,0.5,0.5
22,0,7,0,102,0,0,0,24,24,99999,0,0,227,0.479,11.496,0.5,0.5
22,0,8,0,37,0,0,0,384,384,99999,0,0,228,0.277,106.368,0.4,0.4
22,0,9,0,4,0,0,0,6,6,99999,0,0,229,0.425,2.55,0.4,0.4
23,0,0,0,302,0,0,0,336,336,99999,0,0,230,0.229,76.944,0.6,0.6
23,0,1,0,69,0,0,0,48,48,99999,0,0,231,0.176,8.448,0.5,0.5
23,0,2,0,113,0,0,0,11,11,99999,0,0,232,6.02,66.22,0.5,0.5
23,0,3,0,362,0,0,0,32,32,99999,0,0,233,2.206,70.592,0.6,0.6
23,0,4,0,264,0,0,0,96,96,99999,0,0,234,0.595,57.12,0.6,0.6
23,0,5,0,98,0,0,0,60,60,99999,0,0,235,0.225,13.5,0.5,0.5
23,0,6,0,465,0,0,0,15,15,99999,0,0,236,0.582,8.73,0.6,0.6
23,0,7,0,49,0,0,0,240,240,99999,0,0,237,0.408,97.92,0.4,0.4
23,0,8,0,146,0,0,0,24,24,99999,0,0,238,0.561,13.464,0.5,0.5
23,0,9,0,86,0,0,0,80,80,99999,0,0,239,0.179,14.32,0.5,0.5
24,0,0,0,372,0,0,0,36,36,99999,0,0,240,0.229,8.244,0.6,0.6
24,0,1,0,25,0,0,0,30,30,99999,0,0,241,0.454,13.62,0.4,0.4
24,0,2,0,324,0,0,0,216,216,99999,0,0,242,0.38,82.08,0.6,0.6
24,0,3,0,0,0,0,0,36,36,99999,0,0,243,1.602,57.672,0.4,0.4
24,0,4,0,169,0,0,0,80,80,99999,0,0,244,1.046,83.68,0.5,0.5
24,0,5,0,62,0,0,0,60,60,99999,0,0,245,0.15,9.0,0.5,0.5
24,0,6,0,44,0,0,0,120,120,99999,0,0,246,0.62,74.4,0.4,0.4
24,0,7,0,401,0,0,0,30,30,99999,0,0,247,0.344,10.32,0.6,0.6
24,0,8,0,128,0,0,0,8,8,99999,0,0,248,1.0,8.0,0.5,0.5
24,0,9,0,48,0,0,0,360,360,99999,0,0,249,0.275,99.0,0.4,0.4
25,0,0,0,233,0,0,0,80,80,99999,0,0,250,0.179,14.32,0.6,0.6
25,0,1,0,96,0,0,0,96,96,99999,0,0,251,0.668,64.128,0.5,0.5
25,0,2,0,472,0,0,0,77,77,99999,0,0,252,0.2,15.4,0.6,0.6
25,0,3,0,334,0,0,0,45,45,99999,0,0,253,0.332,14.94,0.6,0.6
25,0,4,0,68,0,0,0,320,320,99999,0,0,254,0.052,16.64,0.5,0.5
25,0,5,0,4,0,0,0,6,6,99999,0,0,255,0.425,2.55,0.4,0.4
25,0,6,0,35,0,0,0,192,192,99999,0,0,256,0.361,69.312,0.4,0.4
25,0,7,0,38,0,0,0,384,384,99999,0,0,257,0.275,105.6,0.4,0.4
25,0,8,0,245,0,0,0,456,456,99999,0,0,258,0.217,98.952,0.6,0.6
25,0,9,0,77,0,0,0,264,264,99999,0,0,259,0.283,74.712,0.5,0.5
26,0,0,0,39,0,0,0,360,360,99999,0,0,260,0.276,99.36,0.4,0.4
26,0,1,0,12,0,0,0,8,8,99999,0,0,261,0.306,2.448,0.4,0.4
26,0,2,0,329,0,0,0,40,40,99999,0,0,262,0.31,12.4,0.6,0.6
26,0,3,0,138,0,0,0,36,36,99999,0,0,263,0.39,14.04,0.5,0.5
26,0,4,0,1,0,0,0,72,72,99999,0,0,264,0.125,9.0,0.4,0.4
26,0,5,0,34,0,0,0,336,336,99999,0,0,265,0.233,78.288,0.4,0.4
26,0,6,0,169,0,0,0,80,80,99999,0,0,266,1.046,83.68,0.5,0.5
26,0,7,0,184,0,0,0,192,192,99999,0,0,267,0.358,68.736,0.5,0.5
26,0,8,0,175,0,0,0,24,24,99999,0,0,268,2.057,49.368,0.5,0.5
26,0,9,0,59,0,0,0,36,36,99999,0,0,269,0.363,13.068,0.5,0.5
27,0,0,0,274,0,0,0,48,48,99999,0,0,270,0.307,14.736,0.6,0.6
27,0,1,0,308,0,0,0,180,180,99999,0,0,271,0.109,19.62,0.6,0.6
27,0,2,0,123,0,0,0,20,20,99999,0,0,272,0.28,5.6,0.5,0.5
27,0,3,0,3,0,0,0,312,312,99999,0,0,273,0.324,101.088,0.4,0.4
27,0,4,0,40,0,0,0,24,24,99999,0,0,274,2.218,53.232,0.4,0.4
27,0,5,0,413,0,0,0,288,288,99999,0,0,275,0.362,104.256,0.6,0.6
27,0,6,0,0,0,0,0,36,36,99999,0,0,276,1.602,57.672,0.4,0.4
27,0,7,0,291,0,0,0,24,24,99999,0,0,277,0.269,6.456,0.6,0.6
27,0,8,0,111,0,0,0,27,27,99999,0,0,278,3.0,81.0,0.5,0.5
27,0,9,0,55,0,0,0,72,72,99999,0,0,279,0.15,10.8,0.5,0.5
28,0,0,0,43,0,0,0,240,240,99999,0,0,280,0.3,72.0,0.4,0.4
28,0,1,0,439,0,0,0,12,12,99999,0,0,281,2.803,33.636,0.6,0.6
28,0,2,0,107,0,0,0,36,36,99999,0,0,282,0.304,10.944,0.5,0.5
28,0,3,0,174,0,0,0,90,90,99999,0,0,283,0.13,11.7,0.5,0.5
28,0,4,0,273,0,0,0,210,210,99999,0,0,284,0.098,20.58,0.6,0.6
28,0,5,0,166,0,0,0,36,36,99999,0,0,285,0.268,9.648,0.5,0.5
28,0,6,0,291,0,0,0,24,24,99999,0,0,286,0.269,6.456,0.6,0.6
28,0,7,0,271,0,0,0,288,288,99999,0,0,287,0.063,18.144,0.6,0.6
28,0,8,0,5,0,0,0,192,192,99999,0,0,288,0.417,80.064,0.4,0.4
28,0,9,0,49,0,0,0,240,240,99999,0,0,289,0.408,97.92,0.4,0.4
29,0,0,0,482,0,0,0,48,48,99999,0,0,290,1.435,68.88,0.6,0.6
29,0,1,0,67,0,0,0,12,12,99999,0,0,291,0.328,3.936,0.5,0.5
29,0,2,0,137,0,0,0,30,30,99999,0,0,292,0.454,13.62,0.5,0.5
29,0,3,0,481,0,0,0,210,210,99999,0,0,293,0.104,21.84,0.6,0.6
29,0,4,0,188,0,0,0,12,12,99999,0,0,294,1.147,13.764,0.5,0.5
29,0,5,0,85,0,0,0,24,24,99999,0,0,295,0.392,9.408,0.5,0.5
29,0,6,0,180,0,0,0,216,216,99999,0,0,296,0.408,88.128,0.5,0.5
29,0,7,0,415,0,0,0,36,36,99999,0,0,297,1.667,60.012,0.6,0.6
29,0,8,0,148,0,0,0,360,360,99999,0,0,298,0.275,99.0,0.5,0.5
29,0,9,0,13,0,0,0,96,96,99999,0,0,299,0.596,57.216,0.4,0.4
30,0,0,0,374,0,0,0,312,312,99999,0,0,300,0.333,103.896,0.6,0.6
30,0,1,0,5,0,0,0,192,192,99999,0,0,301,0.417,80.064,0.4,0.4
30,0,2,0,156,0,0,0,81,81,99999,0,0,302,0.2,16.2,0.5,0.5
30,0,3,0,184,0,0,0,192,192,99999,0,0,303,0.358,68.736,0.5,0.5
30,0,4,0,186,0,0,0,70,70,99999,0,0,304,0.181,12.67,0.5,0.5
30,0,5,0,40,0,0,0,24,24,99999,0,0,305,2.218,53.232,0.4,0.4
